,Job Request ID ,Application Date,Customer Name,Gender,Contact Number,Email Address,National ID Number,Administrative Division (Lagos),LGA Zone,Street Name,Zipcode,Description of Need,Latitude,Longitude,Job Status,Completed Date and time
923,PP20160722386,2016-07-22,Femi Owolabi,Male,2348147049001,femi.owolabi13@gmail.com,87034855211,Badagry Division,Amuwo-Odofin,Pierce,94115.0,Minor kitchen sink pipe leakage under cabinet,6.462657,3.241338,Closed,2026-02-13 04:03:00
924,PP20110510097,2011-05-10,Olamide Yakubu,Male,2348038320158,olamide.yakubu63@gmail.com,64904087307,Lagos Island Division,Lagos Island,San Jose,94112.0,Cracked underground pipe slowly flooding compound,6.463795,3.398972,Closed,2026-02-13 04:03:00
925,PP20091221050,2009-12-21,Ifeanyi Owolabi,Male,2348073486737,ifeanyi.owolabi37@hotmail.com,40148979781,Ikeja Division,Agege,Duncan,94131.0,Water main leakage along roadside causing traffic obstruction,6.609038,3.353753,Closed,2026-02-13 04:03:00
926,PP20160120161,2016-01-20,Seyi Yakubu,Male,2349054652486,seyi.yakubu22@hotmail.com,69429713443,Ikeja Division,Agege,Clay,94115.0,Persistent dripping tap in kitchen wasting water daily,6.603564,3.345192,Closed,2026-02-13 04:03:00
927,PP20110128685,2011-01-28,Olamide Ekanem,Male,2348066415675,olamide.ekanem65@gmail.com,22495039951,Lagos Island Division,Lagos Mainland,16th,94107.0,Sewer overflow spreading wastewater near market area,6.534406,3.372494,Closed,2026-02-13 04:03:00
928,PP20121210690,2012-12-10,Yetunde Ibrahim,Female,2349076158536,yetunde.ibrahim57@hotmail.com,94822823834,Badagry Division,Amuwo-Odofin,Steiner,94117.0,remove and replace water heater. (pm20121210691),6.463925,3.2475,Closed,2026-02-13 04:03:00
929,PP20140108238,2014-01-08,Chukwudi Akinyemi,Male,2348054092788,chukwudi.akinyemi34@yahoo.com,17893236019,Ikeja Division,Kosofe,Filbert,94109.0,Toilet overflow due to heavily blocked drain system,6.586187,3.419303,Closed,2026-02-13 04:03:00
930,PP20080930404,2008-09-30,Olamide Akinyemi,Male,2348179134205,olamide.akinyemi39@hotmail.com,48522629296,Ikeja Division,Kosofe,Northwood,94112.0,Bathroom floor drain completely clogged with wastewater backup,6.581957,3.424808,Closed,2026-02-13 04:03:00
931,PP20191230331,2019-12-30,Temitope Ojo,Female,2348179180869,temitope.ojo12@outlook.com,88270713658,Ikorodu Division,Ikorodu,Masonic,94117.0,Water main leakage along roadside causing traffic obstruction,6.627335,3.493015,Closed,2026-02-13 04:03:00
932,PP20130529108,2013-05-29,Ifeanyi Ajayi,Male,2348035714521,ifeanyi.ajayi38@gmail.com,71306371717,Epe Division,Epe,Market,94103.0,Severe shower pipe rupture flooding entire bathroom,6.597043,3.966975,Closed,2026-02-13 04:03:00
933,PP20140523968,2014-05-23,Ngozi Ogunleye,Female,2348135210704,ngozi.ogunleye20@gmail.com,1404461159,Lagos Island Division,Lagos Island,Castro,94114.0,bathroom remodel.,6.464425,3.405967,Closed,2026-02-13 04:03:00
934,PP20110408360,2011-04-08,Ijeoma Okafor,Female,2348082616146,ijeoma.okafor33@hotmail.com,27293600854,Ikeja Division,Oshodi-Isolo,21st,94110.0,Low water pressure affecting entire household supply,6.54269,3.303992,Closed,2026-02-13 04:03:00
935,PP20100527316,2010-05-27,Abdulrahman Eze,Male,2348132302894,abdulrahman.eze74@gmail.com,11657224937,Ikeja Division,Ikeja,Guerrero,94110.0,Major pipe burst near primary school disrupting access road,6.590743,3.349351,Closed,2026-02-13 04:03:00
936,PP20191230313,2019-12-30,Yetunde Danladi,Female,2348177126938,yetunde.danladi63@hotmail.com,57618551805,Ikeja Division,Agege,Jones,94109.0,Open manhole with visible sewage leakage on street,6.61242,3.343797,Closed,2026-02-13 04:03:00
937,PP20150410624,2015-04-10,Ifeanyi Owolabi,Male,2348166039559,ifeanyi.owolabi43@hotmail.com,71299604596,Epe Division,Ibeju-Lekki,Dolores,94110.0,Persistent dripping tap in kitchen wasting water daily,6.483103,3.598957,Closed,2026-02-13 04:03:00
938,PP20180220967,2018-02-20,Ngozi Oladipo,Female,2349054212822,ngozi.oladipo77@outlook.com,99626036630,Ikeja Division,Mushin,Folsom,94110.0,Septic tank backflow causing strong sewage odor indoors,6.521678,3.352508,Closed,2026-02-13 04:03:00
939,PP20180319806,2018-03-19,Kunle Owolabi,Male,2348191217560,kunle.owolabi38@gmail.com,73137741625,Lagos Island Division,Lagos Island,Ofarrell,94102.0,Public tap pipe severely damaged in residential community,6.437266,3.386641,Closed,2026-02-13 04:03:00
940,PP20100827436,2010-08-27,Emeka Owolabi,Male,2348081526282,emeka.owolabi12@outlook.com,84838030877,Ikeja Division,Alimosho,Market,94103.0,Sewer overflow spreading wastewater near market area,6.618649,3.311156,Closed,2026-02-13 04:03:00
941,PP20110511140,2011-05-11,Ayomide Okafor,Male,2349063717875,ayomide.okafor17@yahoo.com,68265483221,Lagos Island Division,Apapa,Irving,94122.0,Minor kitchen sink pipe leakage under cabinet,6.436457,3.353075,Closed,2026-02-13 04:03:00
942,PP20160321952,2016-03-21,Chisom Mohammed,Female,2348120606171,chisom.mohammed42@hotmail.com,2751743003,Badagry Division,Ojo,20th,94114.0,Septic tank backflow causing strong sewage odor indoors,6.460736,3.185802,Closed,2026-02-13 04:03:00
943,PP20111114434,2011-11-14,Abdulrahman Chukwu,Male,2348052044948,abdulrahman.chukwu34@hotmail.com,89950781560,Ikorodu Division,Ikorodu,Dwight,94134.0,Bathroom floor drain completely clogged with wastewater backup,6.611304,3.514741,Closed,2026-02-13 04:03:00
944,PP20190605456,2019-06-05,Seyi Danladi,Male,2348085249621,seyi.danladi35@yahoo.com,44210561144,Ikeja Division,Mushin,O'farrell,94109.0,Open manhole with visible sewage leakage on street,6.522562,3.354455,Closed,2026-02-13 04:03:00
945,PP20090817401,2009-08-17,Emeka Abiola,Male,2349042489039,emeka.abiola26@outlook.com,22028108473,Ikeja Division,Ikeja,Mason,94108.0,Open manhole with visible sewage leakage on street,6.607263,3.351564,Closed,2026-02-13 04:03:00
946,PP20130808093,2013-08-08,Adebayo Bamidele,Male,2349041107121,adebayo.bamidele38@outlook.com,74555199862,Ikeja Division,Oshodi-Isolo,Winfield,94110.0,Low water pressure affecting entire household supply,6.549236,3.307004,Closed,2026-02-13 04:03:00
947,PP20131028448,2013-10-28,Zainab Adebisi,Female,2348060249035,zainab.adebisi82@yahoo.com,13789157283,Epe Division,Epe,Merced,94127.0,Sewer overflow spreading wastewater near market area,6.583116,3.9799,Closed,2026-02-13 04:03:00
948,PP20140709221,2014-07-09,Femi Adeyemi,Male,2348173665819,femi.adeyemi14@yahoo.com,46433428163,Ikorodu Division,Ikorodu,09th,94122.0,Blocked drainage channel causing street-level flooding,6.616812,3.526486,Closed,2026-02-13 04:03:00
949,PP20171012496,2017-10-12,Bola Okoye,Female,2349077935540,bola.okoye65@outlook.com,76731685651,Lagos Island Division,Eti-Osa,19th,94116.0,Severe shower pipe rupture flooding entire bathroom,6.438709,3.418945,Closed,2026-02-13 04:03:00
950,PP20140522938,2014-05-22,Ifeanyi Adeyemi,Male,2349026712342,ifeanyi.adeyemi66@outlook.com,84233841567,Badagry Division,Badagry,Funston,94122.0,Underground water pipe burst near hospital entrance,6.42197,2.881662,Closed,2026-02-13 04:03:00
951,PP20190328425,2019-03-28,Emeka Danladi,Male,2349047715389,emeka.danladi54@gmail.com,47736893830,Badagry Division,Badagry,Mason,94102.0,High-pressure pipe burst affecting multiple residential buildings,6.426731,2.888696,Closed,2026-02-13 04:03:00
952,PP20110630244,2011-06-30,Kelechi Mohammed,Male,2348037059012,kelechi.mohammed81@outlook.com,31575856471,Ikeja Division,Ikeja,Athens,94112.0,Toilet overflow due to heavily blocked drain system,6.600727,3.355977,Closed,2026-02-13 04:03:00
953,PP20100129796,2010-01-29,Opeyemi Chukwu,Female,2348114991944,opeyemi.chukwu45@gmail.com,17515758528,Epe Division,Ibeju-Lekki,21st,94114.0,house trap replacement,6.454291,3.573732,Closed,2026-02-13 04:03:00
954,PP20110922201,2011-09-22,Seyi Mohammed,Male,2348022489070,seyi.mohammed15@hotmail.com,94532942157,Lagos Island Division,Lagos Island,36th,94116.0,new bathroom in ground floor,6.442161,3.396129,Closed,2026-02-13 04:03:00
955,PP20090625282,2009-06-25,Ifeanyi Afolabi,Male,2348115074666,ifeanyi.afolabi85@outlook.com,25802178952,Lagos Island Division,Eti-Osa,Magellan,94116.0,replace drain line from the front of the house to the back and 10' from main sewer,6.450425,3.444213,Closed,2026-02-13 04:03:00
956,PP20100301324,2010-03-01,Opeyemi Eze,Female,2349057816151,opeyemi.eze54@hotmail.com,97961607482,Lagos Island Division,Lagos Island,San Jose,94112.0,install 2 half bathroom on groundfloor.,6.460481,3.399708,Closed,2026-02-13 04:03:00
957,PP20081117495,2008-11-17,Kelechi Okoye,Male,2348125106235,kelechi.okoye16@gmail.com,67051752368,Ikeja Division,Kosofe,Brussels,94134.0,repair/replace water line from meter into bldg.,6.565289,3.411273,Closed,2026-02-13 04:03:00
958,PP20130208112,2013-02-08,Ayomide Afolabi,Male,2348073855156,ayomide.afolabi74@gmail.com,91851737666,Ikeja Division,Mushin,Harrison,94105.0,Water pipeline rupture near highway causing erosion,6.519422,3.348392,Closed,2026-02-13 04:03:00
959,PP20150518780,2015-05-18,Emeka Yakubu,Male,2349077892966,emeka.yakubu33@gmail.com,17129666346,Badagry Division,Ojo,Polk,94109.0,"kitchen room remodeling: change sink, faucet.",6.459319,3.178279,Closed,2026-02-13 04:03:00
960,PP20190826802,2019-08-26,Adaeze Ogunleye,Female,2348027345249,adaeze.ogunleye70@outlook.com,72589438326,Ikeja Division,Ifako-Ijaiye,11th,94118.0,"remodel 1 bathroom, waste and vent piping",6.650007,3.336079,Closed,2026-02-13 04:03:00
961,PP20100714447,2010-07-14,Adaeze Umeh,Female,2348070220606,adaeze.umeh41@yahoo.com,40708039380,Badagry Division,Badagry,Haight,94117.0,Open manhole with visible sewage leakage on street,6.404273,2.887392,Closed,2026-02-13 04:03:00
962,PP20160202586,2016-02-02,Seyi Nnamdi,Male,2349038646895,seyi.nnamdi74@hotmail.com,98368615523,Ikeja Division,Kosofe,Harrison,94110.0,Public tap pipe severely damaged in residential community,6.604041,3.407506,Closed,2026-02-13 04:03:00
963,PP20190509663,2019-05-09,Adaeze Ekanem,Female,2348195037449,adaeze.ekanem66@hotmail.com,55097813516,Lagos Island Division,Apapa,09th,94103.0,Persistent dripping tap in kitchen wasting water daily,6.423497,3.35614,Closed,2026-02-13 04:03:00
964,PP20081023485,2008-10-23,Chisom Bamidele,Female,2348137704470,chisom.bamidele94@outlook.com,57690994563,Ikeja Division,Oshodi-Isolo,Hartford,94114.0,Persistent dripping tap in kitchen wasting water daily,6.56461,3.327683,Open,2026-02-13 04:03:00
965,PP20190603356,2019-06-03,Ayomide Akinyemi,Male,2349066812306,ayomide.akinyemi39@outlook.com,80291102945,Lagos Island Division,Eti-Osa,Saint Charles,94132.0,Cracked underground pipe slowly flooding compound,6.420805,3.426867,Closed,2026-02-13 04:03:00
966,PP20161104445,2016-11-04,Adebayo Ajayi,Male,2349092227891,adebayo.ajayi68@yahoo.com,73082732233,Badagry Division,Badagry,17th,94110.0,Persistent dripping tap in kitchen wasting water daily,6.410347,2.883941,Closed,2026-02-13 04:03:00
967,PP20150113074,2015-01-13,Ijeoma Ibrahim,Female,2349099085851,ijeoma.ibrahim71@outlook.com,61710735026,Ikeja Division,Mushin,Shotwell,94110.0,Open manhole with visible sewage leakage on street,6.553743,3.33957,Closed,2026-02-13 04:03:00
968,PP20100609658,2010-06-09,Zainab Okoye,Female,2348027207070,zainab.okoye40@yahoo.com,67163538004,Lagos Island Division,Apapa,Haight,94117.0,Sewer overflow spreading wastewater near market area,6.451337,3.363677,Closed,2026-02-13 04:03:00
969,PP20110824521,2011-08-24,Chisom Eze,Female,2349088823458,chisom.eze63@yahoo.com,47627321864,Lagos Island Division,Apapa,Francisco,94133.0,Sewer overflow spreading wastewater near market area,6.459658,3.35998,Closed,2026-02-13 04:03:00
970,PP20131031579,2013-10-31,Bola Oladipo,Female,2348133501739,bola.oladipo47@outlook.com,82578307925,Badagry Division,Badagry,Pixley,94123.0,Flooding due to collapsed drainage system after rainfall,6.418081,2.881084,Closed,2026-02-13 04:03:00
971,PP20100322804,2010-03-22,Emeka Ogunleye,Male,2348093883750,emeka.ogunleye40@gmail.com,35261424287,Epe Division,Ibeju-Lekki,Gough,94109.0,replace faucet in kitchen,6.472691,3.581568,Closed,2026-02-13 04:03:00
972,PP20180713150,2018-07-13,Tunde Yakubu,Male,2348090278200,tunde.yakubu34@hotmail.com,17792941951,Badagry Division,Ojo,Rivera,94116.0,construction (1) new bathroom ground floor; remodel (e) kitchen & (e) bathroom 2/f,6.467216,3.179304,Closed,2026-02-13 04:03:00
973,PP20090506169,2009-05-06,Obinna Okoye,Male,2348094055366,obinna.okoye26@outlook.com,32077050802,Ikeja Division,Alimosho,25th,94121.0,Sudden burst water pipe inside bathroom wall causing flooding,6.612771,3.294707,Closed,2026-02-13 04:03:00
974,PP20161007617,2016-10-07,Chinedu Ojo,Male,2348148049263,chinedu.ojo54@gmail.com,80136700470,Ikeja Division,Ikeja,Sacramento,94109.0,Public tap pipe severely damaged in residential community,6.613061,3.350986,Closed,2026-02-13 04:03:00
975,PP20150731767,2015-07-31,Amaka Oladipo,Female,2349030091107,amaka.oladipo96@yahoo.com,25020384296,Ikeja Division,Kosofe,Bay,94123.0,"kitchen & bath remodeling, 1 new bath, washer & dryer.",6.56557,3.429319,Closed,2026-02-13 04:03:00
976,PP20181016759,2018-10-16,Olamide Adeyemi,Male,2349055998435,olamide.adeyemi84@outlook.com,58338191864,Lagos Island Division,Lagos Island,Hayes,94117.0,Minor kitchen sink pipe leakage under cabinet,6.445043,3.388162,Closed,2026-02-13 04:03:00
977,PP20110325003,2011-03-25,Oluwaseun Ogunleye,Male,2349070678762,oluwaseun.ogunleye61@hotmail.com,48948754440,Ikeja Division,Oshodi-Isolo,University,94134.0,"new domestic hot water boiler -- 401,000 btu",6.547643,3.321844,Open,2026-02-13 04:03:00
978,PP20170106971,2017-01-06,Obinna Adeyemi,Male,2348032335639,obinna.adeyemi71@gmail.com,42582078939,Lagos Island Division,Lagos Island,41st,94122.0,Minor kitchen sink pipe leakage under cabinet,6.432743,3.426077,Closed,2026-02-13 04:03:00
979,PP20180130353,2018-01-30,Adaeze Afolabi,Female,2348088520994,adaeze.afolabi97@outlook.com,42723961037,Lagos Island Division,Eti-Osa,Flood,94112.0,Open manhole with visible sewage leakage on street,6.443661,3.424132,Closed,2026-02-13 04:03:00
980,PP20190801103,2019-08-01,Chioma Abiola,Female,2348129279012,chioma.abiola93@outlook.com,9233226793,Ikeja Division,Kosofe,22nd,94110.0,install 39 new sprinkler heads per nfpa3.,6.582751,3.419556,Closed,2026-02-13 04:03:00
981,PP20080226348,2008-02-26,Seyi Ojo,Male,2349027475138,seyi.ojo30@yahoo.com,77506645823,Badagry Division,Badagry,48th,94122.0,Water heater pipe leakage soaking utility area,6.420211,2.891452,Closed,2026-02-13 04:03:00
982,PP20160722418,2016-07-22,Ayomide Afolabi,Male,2348064497596,ayomide.afolabi80@gmail.com,89184278048,Ikeja Division,Ifako-Ijaiye,Trumbull,94112.0,Water heater pipe leakage soaking utility area,6.675356,3.329496,Closed,2026-02-13 04:03:00
983,PP20170714017,2017-07-14,Abdulrahman Ibrahim,Male,2349054426946,abdulrahman.ibrahim62@outlook.com,10751240106,Ikeja Division,Oshodi-Isolo,Stockton,94133.0,Cracked underground pipe slowly flooding compound,6.551627,3.306587,Closed,2026-02-13 04:03:00
984,PP20190725871,2019-07-25,Emeka Balogun,Male,2348171874157,emeka.balogun61@gmail.com,69495219810,Badagry Division,Badagry,Turk,94115.0,Water main leakage along roadside causing traffic obstruction,6.413051,2.896338,Closed,2026-02-13 04:03:00
985,PP20180420718,2018-04-20,Tunde Eze,Male,2349067326146,tunde.eze95@gmail.com,87768270057,Lagos Island Division,Lagos Island,Fulton,94121.0,Major pipe burst near primary school disrupting access road,6.460036,3.365296,Closed,2026-02-13 04:03:00
986,PP20100901548,2010-09-01,Opeyemi Eze,Female,2348023150620,opeyemi.eze83@yahoo.com,79008860917,Badagry Division,Ajeromi-Ifelodun,Balboa,94118.0,Open manhole with visible sewage leakage on street,6.473259,3.335247,Closed,2026-02-13 04:03:00
987,PP20120328468,2012-03-28,Yetunde Bamidele,Female,2349076162874,yetunde.bamidele84@outlook.com,74124290542,Lagos Island Division,Lagos Mainland,Annapolis,94118.0,Public tap pipe severely damaged in residential community,6.524213,3.375315,Closed,2026-02-13 04:03:00
988,PP20130726728,2013-07-26,Chisom Eze,Female,2349062001704,chisom.eze39@outlook.com,89761944552,Ikeja Division,Ifako-Ijaiye,Plymouth,94112.0,Water main leakage along roadside causing traffic obstruction,6.681041,3.338075,Closed,2026-02-13 04:03:00
989,PP20091029968,2009-10-29,Olamide Oladipo,Male,2348118160258,olamide.oladipo68@outlook.com,30043663919,Ikorodu Division,Ikorodu,Noriega,94122.0,Underground water pipe burst near hospital entrance,6.611671,3.514571,Closed,2026-02-13 04:03:00
990,PP20170710856,2017-07-10,Opeyemi Bamidele,Female,2348121631259,opeyemi.bamidele47@yahoo.com,37146958136,Badagry Division,Amuwo-Odofin,Sansome,94104.0,Sudden burst water pipe inside bathroom wall causing flooding,6.440283,3.236204,Closed,2026-02-13 04:03:00
991,PP20190815541,2019-08-15,Obinna Ojo,Male,2348117983387,obinna.ojo55@hotmail.com,74438932868,Badagry Division,Ajeromi-Ifelodun,Sutter,94102.0,12 shower pans.,6.460433,3.341924,Closed,2026-02-13 04:03:00
992,PP20191120364,2019-11-20,Chukwudi Okoye,Male,2348171708874,chukwudi.okoye41@hotmail.com,32973923136,Ikeja Division,Mushin,17th,94117.0,"both units. correction inspector corrections to comply with nov 2019799331. reference survey pp20191114173, shower pan",6.536831,3.359731,Closed,2026-02-13 04:03:00
993,PP20081218757,2008-12-18,Emeka Adebisi,Male,2348072430893,emeka.adebisi48@gmail.com,20975275088,Lagos Island Division,Lagos Mainland,Laguna,94115.0,Underground water pipe burst near hospital entrance,6.531651,3.384362,Closed,2026-02-13 04:03:00
994,PP20171010378,2017-10-10,Ayomide Nwosu,Male,2348055046198,ayomide.nwosu66@outlook.com,85537866119,Lagos Island Division,Lagos Mainland,Gates,94110.0,Sewer overflow spreading wastewater near market area,6.517985,3.383519,Closed,2026-02-13 04:03:00
995,PP20140715348,2014-07-15,Tunde Danladi,Male,2348175177000,tunde.danladi29@yahoo.com,13841364704,Ikeja Division,Agege,Cityview,94131.0,install overhead fire sprinkler system.,6.623504,3.343543,Closed,2026-02-13 04:03:00
996,PP20180306363,2018-03-06,Emeka Owolabi,Male,2348063709208,emeka.owolabi91@yahoo.com,32690571505,Epe Division,Ibeju-Lekki,Edinburgh,94112.0,"1st floor - add a powder, laundry room. 2nd floor - add powder room. remodel (e) full bath & kitchen.",6.481889,3.592083,Closed,2026-02-13 04:03:00
997,PP20090220373,2009-02-20,Ayomide Abiola,Male,2348128670410,ayomide.abiola94@hotmail.com,54647154916,Ikeja Division,Oshodi-Isolo,Greenwich,94123.0,Toilet overflow due to heavily blocked drain system,6.557114,3.318802,Closed,2026-02-13 04:03:00
998,PP20121102787,2012-11-02,Abdulrahman Bamidele,Male,2348056011322,abdulrahman.bamidele43@yahoo.com,35431642579,Epe Division,Epe,Cayuga,94112.0,Bathroom floor drain completely clogged with wastewater backup,6.583735,3.974781,Closed,2026-02-13 04:03:00
999,PP20170531811,2017-05-31,Opeyemi Yakubu,Female,2348124264323,opeyemi.yakubu20@outlook.com,91932697739,Lagos Island Division,Eti-Osa,Judah,94122.0,Persistent dripping tap in kitchen wasting water daily,6.431469,3.414451,Closed,2026-02-13 04:03:00
1000,PP20181107447,2018-11-07,Ifeanyi Adeyemi,Male,2348141021001,ifeanyi.adeyemi52@yahoo.com,15272188821,Ikeja Division,Agege,03rd,94124.0,Persistent dripping tap in kitchen wasting water daily,6.608748,3.334555,Closed,2026-02-13 04:03:00
